date,avg_active_power,total_active_power,avg_voltage,max_voltage,min_voltage,avg_intensity,sum_sub_1,sum_sub_2,sum_sub_3,target,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7,day_of_week,is_weekend,cumsum_power,diff_power,month,sin_day,cos_day
2007-01-11,0.8814138888888893,1269.2360000000006,241.94377777777763,250.02,233.9,3.7140277777777775,0.0,348.0,6562.0,1677.4313333333391,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,1528.7600000000004,3934.11,2820.343142857145,821.9091291838831,1,0,45831.52200000002,-1479.7680000000153,1,0.0344216116227457,0.9994074007397048
2007-01-12,0.7042041666666671,1014.0540000000004,243.557090277778,248.53,238.57,3.01402777777777,0.0,344.0,4765.0,1847.567333333331,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,1528.7600000000004,2439.646857142859,837.073953589811,2,0,46845.57600000002,-255.182,1,0.0516196672232537,0.998666816288476
2007-01-13,2.263480555555549,3259.4119999999907,239.75029861111116,247.35,231.83,9.478194444444444,1051.0,7597.0,10896.0,2328.943333333328,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,2366.1174285714305,945.9484581122554,3,0,50104.98800000001,2245.35799999999,1,0.0688024268023198,0.9976303053065856
2007-01-14,1.8842805555555504,2713.3639999999928,240.4957638888888,248.18,230.48,7.8851388888888945,1483.0,379.0,7602.0,2493.717999999995,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2535.656571428572,989.9117201425676,4,0,52818.352000000006,-546.047999999998,1,0.0859647987374464,0.9962981749346078
2007-01-15,1.047484722222222,1508.3779999999997,239.6730555555553,247.98,226.32,4.543888888888884,1336.0,402.0,5678.0,2223.1206666666653,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,2469.7954285714286,955.0553590884756,5,1,54326.73,-1204.985999999993,1,0.1031016974474348,0.9946708199115212
2007-01-16,1.699736111111113,2447.620000000002,240.9024861111112,248.98,227.85,7.282638888888898,1987.0,8177.0,12810.0,2065.786,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2286.8062857142854,1005.0396568868496,6,1,56774.350000000006,939.2420000000023,1,0.1202080448993527,0.9927487224577402
2007-01-17,1.5564999999999982,2241.3599999999974,239.576951388889,246.05,232.16,6.551666666666682,0.0,467.0,17547.0,2186.011333333333,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,2137.295428571429,863.3486091189454,0,0,59015.71000000001,-206.2600000000048,1,0.1372787721132647,0.9905324521322229
2007-01-18,1.297954166666666,1869.053999999999,240.48752083333315,247.28,230.61,5.5211111111111055,1688.0,4267.0,9790.0,2088.4046666666645,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2064.7748571428547,823.8175719286832,1,0,60884.764,-372.3059999999985,1,0.1543088206642811,0.9880226656636976
2007-01-19,1.496388888888886,2154.799999999996,241.02745138888903,247.91,231.95,6.357777777777788,771.0,4456.0,11012.0,2093.0159999999987,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,2150.46314285714,755.6541928958897,2,0,63039.564,285.74599999999714,1,0.1712931441814776,0.9852201067560606
2007-01-20,1.5661069444444446,2255.1940000000004,241.1556874999998,248.58,228.76,6.658333333333322,1378.0,2170.0,12415.0,1957.0966666666664,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,2313.426857142854,569.9082409462712,3,0,65294.758,100.39400000000433,1,0.1882267098432442,0.9821256058680006
2007-01-21,1.0147888888888903,1461.2960000000023,241.53820833333376,247.96,234.53,4.309166666666666,0.0,439.0,8276.0,2301.101333333334,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,2169.967142857141,390.13048380741634,4,0,66756.054,-793.8979999999981,1,0.2051044998686192,0.9787400799669153
2007-01-22,2.2130652777777766,3186.813999999998,239.283611111111,246.92,226.53,9.45305555555556,7806.0,2975.0,11341.0,2551.9753333333333,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,1991.1002857142853,386.4781025818123,5,1,69942.868,1725.5179999999957,1,0.2219215130041655,0.9750645322571948
2007-01-23,2.090212647671993,3007.815999999998,238.8218485059069,244.72,229.86,8.96831132731064,1777.0,4215.0,12975.0,2781.1026666666653,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,2230.8768571428564,530.7938700058705,6,1,72950.684,-178.99800000000005,1,0.2386727660059501,0.9711000518829505
2007-01-24,1.4921374999999986,2148.677999999998,241.24090972222228,247.46,232.06,6.261527777777779,1099.0,2239.0,15163.0,2280.965999999999,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2310.904857142856,605.8435263958909,0,0,75099.362,-859.1379999999999,1,0.255353295116187,0.9668478136052776
2007-01-25,1.1711138888888888,1686.4039999999998,241.9447569444445,248.32,234.18,4.975972222222223,2063.0,644.0,6583.0,2227.5899999999992,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2297.6645714285705,608.6230635236816,1,0,76785.76599999999,-462.2739999999983,1,0.2719581575341055,0.9623090774541486
2007-01-26,1.9775611111111104,2847.6879999999987,241.0052499999998,247.78,231.43,8.283888888888871,3500.0,5737.0,16064.0,2118.5180000000005,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,2271.5717142857134,633.469126398888,2,0,79633.45399999998,1161.283999999999,1,0.288482432880609,0.9574851883550392
2007-01-27,1.2649041666666674,1821.462000000001,240.8935972222225,247.07,232.64,5.342499999999978,0.0,336.0,13491.0,2049.8633333333346,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2370.5557142857137,665.5058627614812,3,0,81454.91599999998,-1026.2259999999976,1,0.304921224656289,0.9523775757303974
2007-01-28,1.0280833333333352,1480.4400000000028,240.16094444444423,247.18,231.77,4.376249999999998,2103.0,330.0,7172.0,2145.2113333333336,1821.462000000001,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2308.594,697.4607663880923,4,0,82935.35599999999,-341.02199999999834,1,0.3212696616923644,0.9469877530760752
2007-01-29,2.176202777777775,3133.7319999999963,238.8674722222224,246.9,226.33,9.348055555555536,4324.0,5222.0,11440.0,2673.8113333333326,1480.4400000000028,1821.462000000001,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,2311.3288571428566,693.6115525170708,5,1,86069.08799999999,1653.2919999999935,1,0.3375228995941133,0.9413173175128472
2007-01-30,2.366154166666665,3407.261999999998,238.9681180555557,246.17,224.68,10.190694444444452,10346.0,5567.0,11599.0,2907.162666666665,3133.7319999999963,1480.4400000000028,1821.462000000001,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,2303.7457142857133,682.6482842991472,6,1,89476.34999999999,273.5300000000016,1,0.3536761221763716,0.9353679493131484
2007-01-31,1.5142319444444443,2180.494,241.60313194444416,247.72,230.67,6.35527777777775,1054.0,2983.0,11361.0,2455.132,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.462000000001,2847.6879999999987,1686.4039999999998,2148.677999999998,2360.809428571428,763.2486962030245,0,0,91656.844,-1226.7679999999978,1,0.3697245428906731,0.9291414114031744
2007-02-01,1.2344722222222224,1777.6400000000003,242.7625555555554,249.18,234.1,5.26083333333336,0.0,1064.0,5061.0,2315.329333333333,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.462000000001,2847.6879999999987,1686.4039999999998,2365.354571428571,761.8683980913522,1,0,93434.484,-402.8539999999998,1,0.385663406243607,0.9226395488404876
2007-02-02,2.07489861111111,2987.853999999998,241.45769444444437,247.37,232.74,8.733611111111113,3464.0,2480.0,11744.0,2120.612666666665,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.462000000001,2847.6879999999987,2378.3882857142853,748.9888885614852,2,0,96422.338,1210.2139999999977,1,0.401487989205973,0.9158642882672872
2007-02-03,1.1085722222222203,1596.3439999999975,243.42436111111107,250.89,232.82,4.629305555555553,1158.0,262.0,11239.0,2067.3899999999985,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.462000000001,2398.412,765.3219063740415,3,0,98018.682,-1391.5100000000004,1,0.4171936026123168,0.9088176373395028
2007-02-04,1.1235916666666657,1617.9719999999984,242.7717916666665,249.52,235.77,4.721388888888897,1163.0,261.0,8238.0,1752.7959999999991,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,2366.2522857142844,797.6536179967068,4,0,99636.65399999998,21.62800000000084,1,0.4327755925504312,0.901501684131884
2007-02-05,1.419494444444445,2044.0720000000008,241.61656944444428,247.63,233.92,5.949861111111129,1170.0,3896.0,12374.0,2250.7493333333296,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,2385.8997142857124,773.5271592020783,5,1,101680.72599999998,426.1000000000024,1,0.4482293417404106,0.893918596519257
2007-02-06,2.147466296038908,3090.203999999989,240.30478804725428,249.33,230.43,9.133703961084084,3466.0,3997.0,12045.0,2372.3133333333303,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,2230.233999999999,704.5135381486057,6,1,104770.92999999996,1046.131999999988,1,0.4635502709028509,0.886070621534138
2007-02-07,1.37685,1982.664,240.92959722222267,249.51,231.85,5.788888888888891,1123.0,294.0,15254.0,2260.221999999996,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,2184.939999999998,621.534206040717,0,0,106753.59399999995,-1107.5399999999886,1,0.4787338401157884,0.8779600847008882
2007-02-08,1.1859708333333323,1707.7979999999984,241.84087500000007,248.6,232.98,5.028194444444446,1123.0,1424.0,8149.0,2018.071333333333,1982.664,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2156.6785714285693,626.2498796430623,1,0,108461.39199999996,-274.8660000000018,1,0.4937755501599772,0.869589389346611
2007-02-09,1.6414944444444453,2363.7520000000013,239.9211319444446,246.91,231.12,6.92361111111111,0.0,5950.0,15052.0,1965.4366666666667,1707.7979999999984,1982.664,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,2146.70114285714,633.8059844735407,2,0,110825.14399999996,655.9540000000029,1,0.5086709438521044,0.8609610158889943
2007-02-10,1.2671944444444443,1824.76,240.39213888888892,245.73,233.05,5.3324999999999845,1170.0,386.0,13145.0,1952.082666666667,2363.7520000000013,1707.7979999999984,1982.664,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2057.543714285712,531.3802423480789,3,0,112649.90399999997,-538.9920000000013,2,0.5234156073655503,0.8520775211013093
2007-02-11,1.1581499999999982,1667.7359999999976,240.3343888888891,246.57,234.59,4.870833333333319,0.0,356.0,11338.0,2507.4059999999986,1824.76,2363.7520000000013,1707.7979999999984,1982.664,3090.203999999989,2044.0720000000008,1617.9719999999984,2090.17457142857,504.6813256999745,4,0,114317.63999999996,-157.0240000000024,2,0.5380051715382996,0.8429415373547828
2007-02-12,2.798418055555553,4029.721999999996,238.9101944444446,246.74,227.5,11.815972222222236,4746.0,4573.0,17834.0,3097.7993333333325,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,1982.664,3090.203999999989,2044.0720000000008,2097.2837142857124,497.2163750728344,5,1,118347.36199999996,2361.9859999999985,2,0.5524353131676196,0.8335557718385699
2007-02-13,2.4971805555555573,3595.9400000000023,239.63333333333284,246.51,230.19,10.565416666666664,3391.0,4597.0,14472.0,3090.314,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,1982.664,3090.203999999989,2380.9479999999976,880.4897306302499,6,1,121943.30199999997,-433.7819999999938,2,0.5667017562911176,0.8239230057575542
2007-02-14,1.142555555555555,1645.2799999999995,240.8103125,246.02,233.52,4.820416666666669,896.0,2564.0,7849.0,2171.566666666668,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,1982.664,2453.1959999999995,965.0730599693824,0,0,123588.58199999997,-1950.6600000000024,2,0.5808002734538009,0.8140460935082178
2007-02-15,0.8843611111111115,1273.4800000000005,241.2641597222219,248.84,233.19,3.7719444444444505,1185.0,405.0,4517.0,1748.9260000000006,1645.2799999999995,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,2404.998285714285,1000.2718654502077,1,0,124862.06199999996,-371.7999999999993,2,0.5947266869607634,0.8039279618328213
2007-02-16,1.6166791666666671,2328.018000000001,241.1496944444445,248.28,230.38,6.791666666666671,3299.0,3513.0,11986.0,1800.9706666666675,1273.4800000000005,1645.2799999999995,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,2342.952857142857,1062.274350542807,2,0,127190.07999999996,1054.5380000000005,2,0.6084768701151261,0.7935716089521474
2007-02-17,1.2509819444444443,1801.4140000000002,241.79730555555557,248.2,233.34,5.248333333333321,2226.0,366.0,10157.0,1916.5433333333349,2328.018000000001,1273.4800000000005,1645.2799999999995,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2337.8479999999995,1062.24360071627,3,0,128991.49399999996,-526.6040000000007,2,0.6220467484408675,0.7829801036770628
2007-02-18,1.1251375000000008,1620.198000000001,241.74044444444456,248.37,234.57,4.727222222222219,0.0,3045.0,9770.0,2083.6466666666674,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999995,3595.9400000000023,4029.721999999996,1667.7359999999976,2334.512857142857,1064.15796774906,4,0,130611.69199999997,-181.2159999999992,2,0.6354323008901774,0.7721565844991642
2007-02-19,1.9648111111111108,2829.3279999999995,240.03682638888836,246.29,229.44,8.303749999999996,5071.0,2831.0,14405.0,2673.584666666667,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999995,3595.9400000000023,4029.721999999996,2327.7217142857144,1069.2617844808806,5,1,133441.01999999996,1209.1299999999983,2,0.6486295610349814,0.7611042586607747
2007-02-20,2.4800194444444434,3571.2279999999987,239.50614583333305,245.73,228.51,10.526805555555542,2430.0,4765.0,13114.0,2759.388666666667,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999995,3595.9400000000023,2156.2368571428574,817.4022961185094,6,1,137012.24799999996,741.8999999999992,2,0.6616346182422783,0.7498264012045686
2007-02-21,1.3038958333333337,1877.6100000000004,240.0984999999999,247.2,231.09,5.503472222222219,2227.0,399.0,11517.0,2287.794666666667,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999995,2152.706571428572,810.1693893449808,0,0,138889.85799999995,-1693.6179999999983,2,0.6744436188329455,0.7383263540031065
2007-02-22,0.9823236111111112,1414.5460000000005,241.16685416666647,247.58,231.85,4.143750000000003,0.0,2828.0,6256.0,1930.276,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,2185.896571428572,790.4357450282,1,0,140304.40399999995,-463.0640000000001,2,0.6870527672236669,0.7266075247685656
2007-02-23,1.7351888888888864,2498.6719999999964,240.3753888888889,247.85,229.94,7.315138888888896,3295.0,3793.0,11579.0,1966.187999999999,1414.5460000000005,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,2206.0488571428573,764.6749749620049,2,0,142803.07599999994,1084.125999999996,2,0.6994583270516471,0.7146733860429609
2007-02-24,1.3787124999999985,1985.3459999999975,240.6692222222218,247.05,229.89,5.82027777777778,0.0,2363.0,14028.0,2062.181999999997,2498.6719999999964,1414.5460000000005,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2230.4279999999994,771.8979139843124,3,0,144788.42199999993,-513.3259999999987,2,0.7116566222817746,0.7025274741691571
2007-02-25,1.182311111111109,1702.5279999999975,240.8209444444445,248.99,229.4,5.046527777777746,1148.0,859.0,8689.0,1921.5953333333332,1985.3459999999975,2498.6719999999964,1414.5460000000005,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,2256.7039999999997,757.8629509983975,4,0,146490.94999999992,-282.8180000000002,2,0.7236440382959124,0.6901733882429719
2007-02-26,1.4423000000000017,2076.9120000000025,239.316034722222,247.07,232.44,6.129166666666671,1765.0,2226.0,7157.0,2536.4006666666696,1702.5279999999975,1985.3459999999975,2498.6719999999964,1414.5460000000005,1877.6100000000004,3571.2279999999987,2829.3279999999995,2268.4654285714278,746.8980684026566,5,1,148567.86199999994,374.384000000005,2,0.7354170229639855,0.6776147890466889
2007-02-27,2.659556944444449,3829.762000000007,239.170805555556,246.08,229.74,11.23888888888887,6107.0,8003.0,13129.0,2697.7626666666697,2076.9120000000025,1702.5279999999975,1985.3459999999975,2498.6719999999964,1414.5460000000005,1877.6100000000004,3571.2279999999987,2160.977428571428,705.7372679760408,6,1,152397.62399999995,1752.8500000000045,2,0.7469720876965552,0.6648553979642865
2007-02-28,1.5184819444444428,2186.6139999999978,239.7895833333335,246.47,227.73,6.442222222222232,1634.0,2900.0,13085.0,3055.43466666667,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999975,2498.6719999999964,1414.5460000000005,1877.6100000000004,2197.9108571428574,793.1873752003038,0,0,154584.23799999995,-1643.1480000000092,2,0.7583058084785624,0.6518989958787126
2007-03-01,2.187450000000003,3149.928000000004,239.86544444444465,245.31,230.68,9.16847222222227,2058.0,5191.0,9713.0,2469.8053333333355,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999975,2498.6719999999964,1414.5460000000005,2242.054285714285,780.8939062548185,1,0,157734.16599999997,963.3140000000062,2,0.7694148268839378,0.6387494220515272
2007-03-02,1.4394958333333352,2072.8740000000025,240.46096527777712,245.7,230.04,6.074444444444444,3527.0,2332.0,11548.0,2864.0933333333346,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999975,2498.6719999999964,2489.9660000000003,749.2234811856907,2,0,159807.03999999998,-1077.0540000000017,2,0.7802958510707755,0.6254105729852463
2007-03-03,2.3431696801112625,3369.4779999999955,238.62353963838612,244.97,223.49,9.870792767732937,1409.0,4129.0,12251.0,2251.944000000001,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999975,2429.1377142857154,765.5068395282805,3,0,163176.51799999998,1296.603999999993,2,0.7909456567567772,0.6118864012687243
2007-03-04,0.9121388888888906,1313.4800000000023,240.68596527777737,245.79,232.08,3.825416666666619,0.0,503.0,10786.0,1799.293333333334,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,2626.870857142858,809.2799603111062,4,0,164489.998,-2055.997999999993,2,0.8013610881746766,0.5981809144059164
2007-03-05,0.4964736111111122,714.9220000000016,239.8631041666669,245.94,232.92,2.0858333333333583,0.0,363.0,3562.0,843.3806666666692,1313.4800000000023,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,2571.292571428573,892.4281044937384,5,1,165204.91999999998,-598.5580000000009,2,0.811539059007361,0.5842981736283684
2007-03-06,0.3484305555555563,501.740000000001,241.6815486111109,247.7,236.81,1.4622222222222236,0.0,329.0,1660.0,595.0486666666683,714.9220000000016,1313.4800000000023,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2376.722571428573,1133.965364322747,6,1,165706.65999999997,-213.18200000000056,2,0.8214765533024142,0.5702422926917871
2007-03-07,0.3947805555555556,568.484,241.27359027777788,247.83,234.91,1.658888888888888,0.0,331.0,2830.0,529.4453333333336,501.740000000001,714.9220000000016,1313.4800000000023,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,1901.290857142858,1120.8072643143462,0,0,166275.14399999997,66.743999999999,2,0.8311706263658079,0.5560174366570446
2007-03-08,0.3597999999999982,518.1119999999974,242.9442708333336,247.85,237.75,1.5245833333333407,0.0,314.0,1924.0,535.7900000000002,568.484,501.740000000001,714.9220000000016,1313.4800000000023,3369.4779999999955,2072.8740000000025,3149.928000000004,1670.1294285714298,1215.0561799509323,1,0,166793.25599999996,-50.372000000002686,2,0.8406184056344782,0.5416278206559814
2007-03-09,0.3616486111111118,520.774000000001,242.15959027777745,247.79,235.27,1.528472222222229,0.0,340.0,1973.0,518.8166666666674,518.1119999999974,568.484,501.740000000001,714.9220000000016,1313.4800000000023,3369.4779999999955,2072.8740000000025,1294.1557142857143,1080.5874813818816,2,0,167314.02999999997,2.6620000000036725,2,0.8498170915275278,0.5270777086423722
2007-03-10,0.3594194444444455,517.5640000000016,241.3214027777777,246.98,234.41,1.508888888888894,0.0,316.0,1980.0,518.0086666666684,520.774000000001,518.1119999999974,568.484,501.740000000001,714.9220000000016,1313.4800000000023,3369.4779999999955,1072.4271428571426,1053.0580880849557,3,0,167831.59399999998,-3.209999999999468,3,0.8587639582758029,0.5123714121284237
2007-03-11,0.358116666666667,515.6880000000006,240.59159722222205,247.04,234.0,1.5068055555555595,0.0,340.0,1969.0,617.4580000000018,517.5640000000016,520.774000000001,518.1119999999974,568.484,501.740000000001,714.9220000000016,1313.4800000000023,665.010857142858,295.26888289345214,4,0,168347.28199999998,-1.8760000000009995,3,0.8674563547295968,0.4975132889071806
2007-03-12,0.5688347222222228,819.1220000000008,241.2880833333332,247.29,232.6,2.4011111111111187,0.0,347.0,4597.0,1141.8366666666682,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,568.484,501.740000000001,714.9220000000016,551.0405714285719,75.23605460785696,5,1,169166.40399999998,303.4340000000002,3,0.8758917051442429,0.4825077417612184
2007-03-13,1.451875000000001,2090.700000000001,240.02979861111135,245.35,229.72,6.158194444444437,1476.0,8711.0,9408.0,1856.7180000000017,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,568.484,501.740000000001,565.926285714286,113.59447005572976,6,1,171257.104,1271.5780000000004,3,0.8840675099433636,0.4673592171580022
2007-03-14,1.8474527777777785,2660.332000000001,240.0309097222223,244.8,231.2,7.840277777777794,5727.0,12109.0,10026.0,1999.1773333333344,2090.700000000001,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,568.484,792.9205714285717,582.7452819825797,0,0,173917.436,569.6319999999996,3,0.8919813464595485,0.4520722039323043
2007-03-15,0.8656249999999984,1246.4999999999975,240.98806944444465,246.95,231.59,3.695694444444453,0.0,1740.0,4700.0,2094.012666666668,2660.332000000001,2090.700000000001,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,1091.7560000000003,899.0075785197828,1,0,175163.936,-1413.832000000003,3,0.8996308696522433,0.436651231956064
