Date,avg_active_power,total_active_power,avg_voltage,max_voltage,min_voltage,avg_intensity,sum_sub_1,sum_sub_2,sum_sub_3,target,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7,day_of_week,is_weekend
2007-01-07,1.6997361111111127,2447.620000000002,240.90248611111122,248.98,227.85,7.282638888888898,1987.0,8177.0,12810.0,2241.3599999999974,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000005,1269.2360000000006,2749.004000000016,3494.1959999999995,2286.8062857142854,1005.0396568868496,6,1
2007-01-08,1.5564999999999982,2241.3599999999974,239.576951388889,246.05,232.16,6.551666666666682,0.0,467.0,17547.0,1869.053999999999,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000005,1269.2360000000006,2749.004000000016,2137.295428571429,863.3486091189454,0,0
2007-01-09,1.2979541666666659,1869.053999999999,240.48752083333315,247.28,230.61,5.5211111111111055,1688.0,4267.0,9790.0,2154.799999999996,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000005,1269.2360000000006,2064.7748571428547,823.8175719286832,1,0
2007-01-10,1.496388888888886,2154.799999999996,241.02745138888903,247.91,231.95,6.357777777777788,771.0,4456.0,11012.0,2255.1940000000004,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000005,2150.46314285714,755.6541928958897,2,0
2007-01-11,1.5661069444444446,2255.1940000000004,241.1556874999998,248.58,228.76,6.658333333333322,1378.0,2170.0,12415.0,1461.2960000000023,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,2313.426857142854,569.9082409462712,3,0
2007-01-12,1.0147888888888905,1461.2960000000023,241.53820833333376,247.96,234.53,4.309166666666666,0.0,439.0,8276.0,3186.813999999998,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,2169.967142857141,390.13048380741634,4,0
2007-01-13,2.2130652777777766,3186.813999999998,239.28361111111101,246.92,226.53,9.45305555555556,7806.0,2975.0,11341.0,3007.815999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,1991.1002857142853,386.4781025818123,5,1
2007-01-14,2.090212647671993,3007.815999999998,238.8218485059069,244.72,229.86,8.96831132731064,1777.0,4215.0,12975.0,2148.677999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2447.620000000002,2230.8768571428564,530.7938700058705,6,1
2007-01-15,1.4921374999999986,2148.677999999998,241.24090972222228,247.46,232.06,6.261527777777779,1099.0,2239.0,15163.0,1686.4039999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2241.3599999999974,2310.904857142856,605.8435263958909,0,0
2007-01-16,1.1711138888888888,1686.4039999999998,241.9447569444445,248.32,234.18,4.975972222222223,2063.0,644.0,6583.0,2847.6879999999987,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,1869.053999999999,2297.6645714285705,608.6230635236816,1,0
2007-01-17,1.9775611111111102,2847.6879999999987,241.0052499999998,247.78,231.43,8.283888888888871,3500.0,5737.0,16064.0,1821.4620000000011,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2154.799999999996,2271.5717142857134,633.469126398888,2,0
2007-01-18,1.2649041666666674,1821.4620000000011,240.8935972222225,247.07,232.64,5.342499999999978,0.0,336.0,13491.0,1480.4400000000028,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2255.1940000000004,2370.5557142857137,665.5058627614812,3,0
2007-01-19,1.0280833333333352,1480.4400000000028,240.16094444444425,247.18,231.77,4.376249999999998,2103.0,330.0,7172.0,3133.7319999999963,1821.4620000000011,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,1461.2960000000023,2308.5939999999996,697.4607663880923,4,0
2007-01-20,2.176202777777775,3133.7319999999963,238.86747222222237,246.9,226.33,9.348055555555536,4324.0,5222.0,11440.0,3407.261999999998,1480.4400000000028,1821.4620000000011,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,3186.813999999998,2311.3288571428566,693.6115525170708,5,1
2007-01-21,2.3661541666666652,3407.261999999998,238.96811805555566,246.17,224.68,10.190694444444453,10346.0,5567.0,11599.0,2180.494,3133.7319999999963,1480.4400000000028,1821.4620000000011,2847.6879999999987,1686.4039999999998,2148.677999999998,3007.815999999998,2303.7457142857133,682.6482842991472,6,1
2007-01-22,1.5142319444444445,2180.494,241.60313194444416,247.72,230.67,6.35527777777775,1054.0,2983.0,11361.0,1777.6400000000003,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.4620000000011,2847.6879999999987,1686.4039999999998,2148.677999999998,2360.809428571428,763.2486962030245,0,0
2007-01-23,1.2344722222222224,1777.6400000000003,242.7625555555554,249.18,234.1,5.26083333333336,0.0,1064.0,5061.0,2987.853999999998,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.4620000000011,2847.6879999999987,1686.4039999999998,2365.354571428571,761.8683980913522,1,0
2007-01-24,2.07489861111111,2987.853999999998,241.45769444444434,247.37,232.74,8.733611111111113,3464.0,2480.0,11744.0,1596.3439999999975,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.4620000000011,2847.6879999999987,2378.3882857142853,748.9888885614852,2,0
2007-01-25,1.1085722222222205,1596.3439999999975,243.42436111111107,250.89,232.82,4.629305555555553,1158.0,262.0,11239.0,1617.9719999999984,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,1821.4620000000011,2398.412,765.3219063740415,3,0
2007-01-26,1.1235916666666657,1617.9719999999984,242.7717916666665,249.52,235.77,4.721388888888897,1163.0,261.0,8238.0,2044.0720000000008,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,1480.4400000000028,2366.2522857142844,797.6536179967068,4,0
2007-01-27,1.419494444444445,2044.0720000000008,241.61656944444428,247.63,233.92,5.949861111111129,1170.0,3896.0,12374.0,3090.203999999989,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,3133.7319999999963,2385.8997142857124,773.5271592020783,5,1
2007-01-28,2.147466296038908,3090.203999999989,240.30478804725428,249.33,230.43,9.133703961084084,3466.0,3997.0,12045.0,1982.6640000000002,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,3407.261999999998,2230.233999999999,704.5135381486057,6,1
2007-01-29,1.3768500000000001,1982.6640000000002,240.92959722222267,249.51,231.85,5.788888888888891,1123.0,294.0,15254.0,1707.7979999999984,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2180.494,2184.939999999998,621.534206040717,0,0
2007-01-30,1.1859708333333323,1707.7979999999984,241.84087500000012,248.6,232.98,5.028194444444446,1123.0,1424.0,8149.0,2363.7520000000013,1982.6640000000002,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,1777.6400000000003,2156.6785714285693,626.2498796430623,1,0
2007-01-31,1.6414944444444453,2363.7520000000013,239.9211319444446,246.91,231.12,6.92361111111111,0.0,5950.0,15052.0,1824.76,1707.7979999999984,1982.6640000000002,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2987.853999999998,2146.70114285714,633.8059844735407,2,0
2007-02-01,1.2671944444444445,1824.76,240.39213888888895,245.73,233.05,5.3324999999999845,1170.0,386.0,13145.0,1667.7359999999976,2363.7520000000013,1707.7979999999984,1982.6640000000002,3090.203999999989,2044.0720000000008,1617.9719999999984,1596.3439999999975,2057.543714285712,531.3802423480789,3,0
2007-02-02,1.1581499999999982,1667.7359999999976,240.3343888888891,246.57,234.59,4.8708333333333185,0.0,356.0,11338.0,4029.721999999996,1824.76,2363.7520000000013,1707.7979999999984,1982.6640000000002,3090.203999999989,2044.0720000000008,1617.9719999999984,2090.17457142857,504.6813256999745,4,0
2007-02-03,2.798418055555553,4029.721999999996,238.9101944444446,246.74,227.5,11.815972222222237,4746.0,4573.0,17834.0,3595.9400000000023,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,1982.6640000000002,3090.203999999989,2044.0720000000008,2097.2837142857124,497.2163750728344,5,1
2007-02-04,2.4971805555555573,3595.9400000000023,239.63333333333284,246.51,230.19,10.565416666666664,3391.0,4597.0,14472.0,1645.2799999999997,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,1982.6640000000002,3090.203999999989,2380.9479999999976,880.4897306302499,6,1
2007-02-05,1.1425555555555553,1645.2799999999997,240.81031249999998,246.02,233.52,4.820416666666669,896.0,2564.0,7849.0,1273.4800000000005,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,1982.6640000000002,2453.1959999999995,965.0730599693823,0,0
2007-02-06,0.8843611111111115,1273.4800000000005,241.2641597222219,248.84,233.19,3.7719444444444505,1185.0,405.0,4517.0,2328.018000000001,1645.2799999999997,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,1707.7979999999984,2404.998285714285,1000.2718654502077,1,0
2007-02-07,1.6166791666666673,2328.018000000001,241.14969444444452,248.28,230.38,6.7916666666666705,3299.0,3513.0,11986.0,1801.4140000000002,1273.4800000000005,1645.2799999999997,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2363.7520000000013,2342.952857142857,1062.274350542807,2,0
2007-02-08,1.2509819444444445,1801.4140000000002,241.79730555555554,248.2,233.34,5.248333333333321,2226.0,366.0,10157.0,1620.198000000001,2328.018000000001,1273.4800000000005,1645.2799999999997,3595.9400000000023,4029.721999999996,1667.7359999999976,1824.76,2337.8479999999995,1062.24360071627,3,0
2007-02-09,1.1251375000000008,1620.198000000001,241.74044444444456,248.37,234.57,4.727222222222219,0.0,3045.0,9770.0,2829.3279999999995,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999997,3595.9400000000023,4029.721999999996,1667.7359999999976,2334.512857142857,1064.15796774906,4,0
2007-02-10,1.9648111111111108,2829.3279999999995,240.03682638888833,246.29,229.44,8.303749999999996,5071.0,2831.0,14405.0,3571.2279999999987,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999997,3595.9400000000023,4029.721999999996,2327.7217142857144,1069.2617844808806,5,1
2007-02-11,2.4800194444444434,3571.2279999999987,239.50614583333302,245.73,228.51,10.526805555555542,2430.0,4765.0,13114.0,1877.6100000000004,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999997,3595.9400000000023,2156.2368571428574,817.4022961185094,6,1
2007-02-12,1.3038958333333335,1877.6100000000004,240.0984999999999,247.2,231.09,5.503472222222219,2227.0,399.0,11517.0,1414.5460000000003,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,1645.2799999999997,2152.7065714285714,810.1693893449808,0,0
2007-02-13,0.9823236111111113,1414.5460000000003,241.16685416666652,247.58,231.85,4.143750000000003,0.0,2828.0,6256.0,2498.6719999999964,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,1273.4800000000005,2185.896571428572,790.4357450282,1,0
2007-02-14,1.7351888888888864,2498.6719999999964,240.3753888888889,247.85,229.94,7.315138888888896,3295.0,3793.0,11579.0,1985.3459999999977,1414.5460000000003,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2328.018000000001,2206.0488571428573,764.6749749620049,2,0
2007-02-15,1.3787124999999985,1985.3459999999977,240.6692222222218,247.05,229.89,5.82027777777778,0.0,2363.0,14028.0,1702.5279999999975,2498.6719999999964,1414.5460000000003,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,1801.4140000000002,2230.4279999999994,771.8979139843124,3,0
2007-02-16,1.1823111111111093,1702.5279999999975,240.82094444444454,248.99,229.4,5.046527777777746,1148.0,859.0,8689.0,2076.9120000000025,1985.3459999999977,2498.6719999999964,1414.5460000000003,1877.6100000000004,3571.2279999999987,2829.3279999999995,1620.198000000001,2256.7039999999993,757.8629509983975,4,0
2007-02-17,1.4423000000000017,2076.9120000000025,239.31603472222199,247.07,232.44,6.129166666666671,1765.0,2226.0,7157.0,3829.762000000007,1702.5279999999975,1985.3459999999977,2498.6719999999964,1414.5460000000003,1877.6100000000004,3571.2279999999987,2829.3279999999995,2268.4654285714273,746.8980684026566,5,1
2007-02-18,2.659556944444449,3829.762000000007,239.170805555556,246.08,229.74,11.23888888888887,6107.0,8003.0,13129.0,2186.6139999999978,2076.9120000000025,1702.5279999999975,1985.3459999999977,2498.6719999999964,1414.5460000000003,1877.6100000000004,3571.2279999999987,2160.977428571428,705.7372679760408,6,1
2007-02-19,1.5184819444444428,2186.6139999999978,239.7895833333335,246.47,227.73,6.442222222222232,1634.0,2900.0,13085.0,3149.928000000004,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999977,2498.6719999999964,1414.5460000000003,1877.6100000000004,2197.9108571428574,793.1873752003038,0,0
2007-02-20,2.187450000000003,3149.928000000004,239.86544444444465,245.31,230.68,9.16847222222227,2058.0,5191.0,9713.0,2072.8740000000025,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999977,2498.6719999999964,1414.5460000000003,2242.0542857142855,780.8939062548185,1,0
2007-02-21,1.4394958333333352,2072.8740000000025,240.46096527777712,245.7,230.04,6.074444444444444,3527.0,2332.0,11548.0,3369.4779999999955,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999977,2498.6719999999964,2489.9660000000003,749.2234811856907,2,0
2007-02-22,2.3431696801112625,3369.4779999999955,238.62353963838615,244.97,223.49,9.870792767732937,1409.0,4129.0,12251.0,1313.4800000000025,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,1985.3459999999977,2429.1377142857154,765.5068395282805,3,0
2007-02-23,0.9121388888888906,1313.4800000000025,240.68596527777737,245.79,232.08,3.825416666666619,0.0,503.0,10786.0,714.9220000000016,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,1702.5279999999975,2626.870857142858,809.2799603111062,4,0
2007-02-24,0.4964736111111122,714.9220000000016,239.86310416666686,245.94,232.92,2.0858333333333583,0.0,363.0,3562.0,501.74000000000103,1313.4800000000025,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2076.9120000000025,2571.292571428573,892.4281044937384,5,1
2007-02-25,0.3484305555555563,501.74000000000103,241.68154861111094,247.7,236.81,1.4622222222222236,0.0,329.0,1660.0,568.484,714.9220000000016,1313.4800000000025,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,3829.762000000007,2376.7225714285732,1133.965364322747,6,1
2007-02-26,0.3947805555555556,568.484,241.27359027777788,247.83,234.91,1.658888888888888,0.0,331.0,2830.0,518.1119999999974,501.74000000000103,714.9220000000016,1313.4800000000025,3369.4779999999955,2072.8740000000025,3149.928000000004,2186.6139999999978,1901.290857142858,1120.8072643143462,0,0
2007-02-27,0.3597999999999982,518.1119999999974,242.9442708333336,247.85,237.75,1.5245833333333407,0.0,314.0,1924.0,520.774000000001,568.484,501.74000000000103,714.9220000000016,1313.4800000000025,3369.4779999999955,2072.8740000000025,3149.928000000004,1670.1294285714298,1215.0561799509323,1,0
2007-02-28,0.3616486111111118,520.774000000001,242.15959027777743,247.79,235.27,1.528472222222229,0.0,340.0,1973.0,517.5640000000016,518.1119999999974,568.484,501.74000000000103,714.9220000000016,1313.4800000000025,3369.4779999999955,2072.8740000000025,1294.1557142857143,1080.5874813818816,2,0
2007-03-01,0.3594194444444455,517.5640000000016,241.3214027777777,246.98,234.41,1.508888888888894,0.0,316.0,1980.0,515.6880000000006,520.774000000001,518.1119999999974,568.484,501.74000000000103,714.9220000000016,1313.4800000000025,3369.4779999999955,1072.4271428571426,1053.0580880849557,3,0
2007-03-02,0.358116666666667,515.6880000000006,240.59159722222205,247.04,234.0,1.5068055555555597,0.0,340.0,1969.0,819.1220000000008,517.5640000000016,520.774000000001,518.1119999999974,568.484,501.74000000000103,714.9220000000016,1313.4800000000025,665.010857142858,295.26888289345214,4,0
2007-03-03,0.5688347222222228,819.1220000000008,241.28808333333322,247.29,232.6,2.4011111111111187,0.0,347.0,4597.0,2090.700000000001,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,568.484,501.74000000000103,714.9220000000016,551.0405714285719,75.23605460785696,5,1
2007-03-04,1.451875000000001,2090.700000000001,240.02979861111137,245.35,229.72,6.158194444444437,1476.0,8711.0,9408.0,2660.332000000001,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,568.484,501.74000000000103,565.926285714286,113.59447005572977,6,1
2007-03-05,1.8474527777777783,2660.332000000001,240.0309097222223,244.8,231.2,7.8402777777777946,5727.0,12109.0,10026.0,1246.4999999999977,2090.700000000001,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,568.484,792.9205714285717,582.7452819825797,0,0
2007-03-06,0.8656249999999984,1246.4999999999977,240.98806944444462,246.95,231.59,3.6956944444444533,0.0,1740.0,4700.0,2375.2060000000024,2660.332000000001,2090.700000000001,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,518.1119999999974,1091.7560000000005,899.0075785197828,1,0
2007-03-07,1.6494486111111129,2375.2060000000024,240.3235625000004,247.15,231.7,6.934999999999999,1076.0,4761.0,15513.0,1572.1319999999964,1246.4999999999977,2660.332000000001,2090.700000000001,819.1220000000008,515.6880000000006,517.5640000000016,520.774000000001,1195.8114285714291,862.9767569977121,2,0
2007-03-08,1.091758333333331,1572.1319999999964,240.66542361111095,245.89,230.65,4.665138888888918,2180.0,3385.0,6655.0,1272.6119999999996,2375.2060000000024,1246.4999999999977,2660.332000000001,2090.700000000001,819.1220000000008,515.6880000000006,517.5640000000016,1460.7302857142863,904.8384126243615,3,0
2007-03-09,0.8837583333333331,1272.6119999999996,240.88846527777787,246.17,233.97,3.7312499999999975,1093.0,345.0,8631.0,2484.712000000008,1572.1319999999964,2375.2060000000024,1246.4999999999977,2660.332000000001,2090.700000000001,819.1220000000008,515.6880000000006,1611.3828571428571,803.7795755320479,4,0
2007-03-10,1.7254944444444502,2484.712000000008,239.8028333333331,245.66,228.89,7.341944444444424,4130.0,5422.0,10979.0,3480.636000000001,1272.6119999999996,1572.1319999999964,2375.2060000000024,1246.4999999999977,2660.332000000001,2090.700000000001,819.1220000000008,1719.514857142857,671.9053013591122,5,1
2007-03-11,2.417108333333334,3480.636000000001,240.00729166666602,245.78,233.49,10.121527777777764,4810.0,3420.0,9500.0,1950.6680000000008,2484.712000000008,1272.6119999999996,1572.1319999999964,2375.2060000000024,1246.4999999999977,2660.332000000001,2090.700000000001,1957.4562857142867,589.808854657656,6,1
2007-03-12,1.354630555555556,1950.6680000000008,240.55871527777788,247.19,230.3,5.728472222222197,1403.0,2841.0,12353.0,1290.1440000000034,3480.636000000001,2484.712000000008,1272.6119999999996,1572.1319999999964,2375.2060000000024,1246.4999999999977,2660.332000000001,2156.018571428572,828.0077088664634,0,0
2007-03-13,0.8959333333333357,1290.1440000000034,240.89796527777773,245.28,230.41,3.8056944444444487,1350.0,3859.0,5323.0,1793.3639999999998,1950.6680000000008,3480.636000000001,2484.712000000008,1272.6119999999996,1572.1319999999964,2375.2060000000024,1246.4999999999977,2054.638000000001,798.9025051865451,1,0
2007-03-14,1.2453916666666665,1793.3639999999998,240.77729166666626,246.38,226.98,5.2674999999999965,3485.0,480.0,8607.0,1884.8140000000012,1290.1440000000034,1950.6680000000008,3480.636000000001,2484.712000000008,1272.6119999999996,1572.1319999999964,2375.2060000000024,2060.8728571428587,791.6820923037726,2,0
2007-03-15,1.308898611111112,1884.8140000000012,240.2804930555553,246.11,229.98,5.523194444444449,0.0,3263.0,11036.0,1702.053999999999,1793.3639999999998,1290.1440000000034,1950.6680000000008,3480.636000000001,2484.712000000008,1272.6119999999996,1572.1319999999964,1977.7525714285728,783.6831845328967,3,0
2007-03-16,1.1819819444444437,1702.053999999999,239.52713194444436,245.36,229.46,4.992361111111113,1106.0,4604.0,5370.0,2028.090000000002,1884.8140000000012,1793.3639999999998,1290.1440000000034,1950.6680000000008,3480.636000000001,2484.712000000008,1272.6119999999996,2022.4214285714309,765.408211873652,4,0
2007-03-17,1.4083958333333346,2028.090000000002,238.2246527777776,246.01,228.55,5.9461111111111125,2208.0,359.0,12275.0,2371.045999999996,1702.053999999999,1884.8140000000012,1793.3639999999998,1290.1440000000034,1950.6680000000008,3480.636000000001,2484.712000000008,2083.7702857142876,710.5366186936275,5,1
2007-03-18,1.6465597222222195,2371.045999999996,241.0478194444448,248.6,231.38,7.00791666666668,6564.0,7369.0,5856.0,2152.5179999999987,2028.090000000002,1702.053999999999,1884.8140000000012,1793.3639999999998,1290.1440000000034,1950.6680000000008,3480.636000000001,2018.5385714285724,688.202189179619,6,1
2007-03-19,1.4948041666666658,2152.5179999999987,240.4970902777781,248.06,230.96,6.281944444444447,1648.0,2686.0,14118.0,2086.2279999999996,2371.045999999996,2028.090000000002,1702.053999999999,1884.8140000000012,1793.3639999999998,1290.1440000000034,1950.6680000000008,1860.0257142857147,329.74278727401884,0,0
2007-03-20,1.448769444444444,2086.2279999999996,240.81563888888883,247.97,230.76,6.151249999999973,3745.0,2837.0,11255.0,2142.092000000001,2152.5179999999987,2371.045999999996,2028.090000000002,1702.053999999999,1884.8140000000012,1793.3639999999998,1290.1440000000034,1888.8614285714286,347.3463830409344,1,0
2007-03-21,1.4875638888888896,2142.092000000001,240.9866458333335,248.02,231.35,6.2372222222222184,1865.0,4133.0,12335.0,1454.9779999999998,2086.2279999999996,2152.5179999999987,2371.045999999996,2028.090000000002,1702.053999999999,1884.8140000000012,1793.3639999999998,2002.587714285714,228.7110209687599,2,0
2007-03-22,1.0104013888888888,1454.9779999999998,241.76352777777765,248.68,229.3,4.223055555555545,353.0,736.0,10462.0,1309.008,2142.092000000001,2086.2279999999996,2152.5179999999987,2371.045999999996,2028.090000000002,1702.053999999999,1884.8140000000012,2052.406,212.98131320533207,3,0
2007-03-23,0.9090333333333334,1309.008,241.64547916666692,247.38,230.05,3.8037500000000106,1127.0,777.0,8369.0,2968.430000000003,1454.9779999999998,2142.092000000001,2086.2279999999996,2152.5179999999987,2371.045999999996,2028.090000000002,1702.053999999999,1991.0008571428566,309.46330810584107,4,0
